From,To,Subject,Content,Timestamp
adminoffice@acropolis.in,undisclosed-recipients:;,Sports Notice,[image: image.png],2024-09-24 11:18:49
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - B. Tech. Second Year,"*NOTICE* All students B. Tech. second-year are hereby informed that, while preparing for the upcoming University Examinations, if they require guidance on papers of First-Year subjects like Mathematics, Graphics, etc. they are encouraged to approach the respective semester subject teacher. Concerned teacher and department will be more than willing to help, provide guidance, and address any doubts to enhance understanding of the subject content to individual/group of students so that they can score good marks. NOTICE All students B. Tech. second-year are hereby informed that, while preparing for the upcoming University Examinations, if they require guidance on papers of First-Year subjects like Mathematics, Graphics, etc. they are encouraged to approach the respective semester subject teacher. Concerned teacher and department will be more than willing to help, provide guidance, and address any doubts to enhance understanding of the subject content to individual/group of students so that they can score good marks.",2023-10-19 12:59:42
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - Holiday on 11 October 2024 (Friday),"*NOTICE* It is hereby notified for information of all the faculty, staff members and students that in view of Mahaashtami and Mahanavami 11th October, 2024 (Friday) will be observed as a holiday and in place of this 19th October, 2024 (3rd Saturday of the month) will be observed as working day. The time table of Friday will be followed on 19th October, 2024. NOTICE It is hereby notified for information of all the faculty, staff members and students that in view of Mahaashtami and Mahanavami 11th October, 2024 (Friday) will be observed as a holiday and in place of this 19th October, 2024 (3rd Saturday of the month) will be observed as working day. The time table of Friday will be followed on 19th October, 2024.",2024-10-09 16:08:49
adminoffice@acropolis.in,undisclosed-recipients:;,Circular - Online Organ Donation Pledge Registry,"*Circular* All the students, faculty and staff members are hereby informed that the Ministry of Health and Family Welfare is going to introduce a comprehensive health initiative named 'Ayushman Bhavah' during 'Seva Pakhwada', under which several activities have been planned to enhance the healthcare accessibility and awareness. In this regard an online Organ Donation Pledge Registry is being initiated beginning from 'Sewa Pakhwada' to register the pledges of willing citizens all over the country The facility of pledging is available on *https://notto.abdm.gov.in/Dledge-registrv/* which can also be accessed from the website of National Organ and Tissue Transplant Organization *www.notto.mohfw.gov.in* *.* A 24x7 toll free helpline No. 1800114770, is functional for providing any guidance related to the pledging process or information on organ donation. The aim is to maximize the number of citizens who have pledged for organ donation. The interested student, faculty and staff members can be a part of this initiative by filling the mentioned pledge. CircularAll the students, faculty and staff members are hereby informed that the Ministry of Health and Family Welfare is going to introduce a comprehensive health initiative named 'Ayushman Bhavah' during 'Seva Pakhwada', under which several activities have been planned to enhance the healthcare accessibility and awareness. In this regard an online Organ Donation Pledge Registry is being initiated beginning from 'Sewa Pakhwada' to register the pledges of willing citizens all over the country The facility of pledging is available on https://notto.abdm.gov.in/Dledge-registrv/ which can also be accessed from the website of National Organ and Tissue Transplant Organization www.notto.mohfw.gov.in. A 24x7 toll free helpline No. 1800114770, is functional for providing any guidance related to the pledging process or information on organ donation. The aim is to maximize the number of citizens who have pledged for organ donation. The interested student, faculty and staff members can be a part of this initiative by filling the mentioned pledge.",2023-10-13 15:30:00
adminoffice@acropolis.in,undisclosed-recipients:;,Committees and Members for ARDOR 2024,PFA [image: image.png] [image: image.png] PFA,2024-02-13 16:02:42
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - Shift Timings on 17-09-24,"Date:16th Sept 2024 *NOTICE* It is hereby notified for information of all the faculty, staff and students of all the institutions of Acropolis Group that due to Anant Chaturdashi traffic diversion both the shifts will be over at 02:30 PM on 17 th September 2024 (Tuesday) and buses will depart at 02:50 PM. Date:16th Sept 2024NOTICE It is hereby notified for information of all the faculty, staff and students of all the institutions of Acropolis Group that due to Anant Chaturdashi traffic diversion both the shifts will be over at 02:30 PM on 17th September 2024 (Tuesday) and buses will depart at 02:50 PM.",2024-09-16 11:16:08
adminoffice@acropolis.in,undisclosed-recipients:;,"Important Notice Suspension of Classes of B. Tech. I, II and III year
 on 21st April 2025 (Monday).","*Important Notice* *(**Rescheduling / Suspension of Classes**)* Due to large number of examinees in the university examination of B. Tech./MCA/B. Pharm. *the regular classes** of *all the *B. Tech. I, II and III year* students are suspended on *21st April 2025 (Monday).* To compensate the academic loss these classes will be scheduled later. Important Notice(Rescheduling / Suspension of Classes) Due to large number of examinees in the university examination of B. Tech./MCA/B. Pharm. the regular classes of all the B. Tech. I, II and III year students are suspended on 21st April 2025 (Monday). To compensate the academic loss these classes will be scheduled later.",2025-04-18 14:37:28
adminoffice@acropolis.in,undisclosed-recipients:;,IMA Student Chapter Event on 21st May @ Daly College,"Dear Students, *Greetings..!!!* *IMA Student Chapter presents Mega Event with ""Galaxy of Speakers from Top 10 industries of Central India followed by talk from Mr. Manoj Bajpayee, Indian Actor""* *Date:- *Tuesday, 21 May 2024 *Time:-*6:00 PM to 8:00 PM *Reporting Time:-* 5:50 PM *Venue:- The Daly College, Dhirubhai Ambani Auditorium , Residency Area, Indore.* *Students those who are interested please nominate your name in the Google form with the required details.* *Please nominate at the earliest through the link given below:* https://forms.gle/1iqvLj6ophv4md3u6 Dear Students,Greetings..!!! IMA Student Chapter presents Mega Event with ""Galaxy of Speakers from Top 10 industries of Central India followed by talk from Mr. Manoj Bajpayee, Indian Actor"" Date:- Tuesday, 21 May 2024 Time:-6:00 PM to 8:00 PM Reporting Time:- 5:50 PM Venue:- The Daly College, Dhirubhai Ambani Auditorium , Residency Area, Indore.Students those who are interested please nominate your name in the Google form with the required details.Please nominate at the earliest through the link given below:https://forms.gle/1iqvLj6ophv4md3u6",2024-05-20 17:10:03
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - Republic Day Flag Hoisting Ceremony 2024,PFA PFA,2024-01-25 16:23:52
adminoffice@acropolis.in,undisclosed-recipients:;,NOTICE - SPORTS,PFA [image: image.png] PFA,2023-09-27 13:53:48
adminoffice@acropolis.in,undisclosed-recipients:;,"=?UTF-8?Q?Research_Study_Scholarship_Opportunity_for_Indian_St?=
	=?UTF-8?Q?udents_to_Study_in_Japan_=E2=80=93_MEXT_Scholarship_for_2025_=E2=80=93_R?=
	=?UTF-8?Q?egarding=2E?=","Dear Research Enthusiasts, Greetings from All India Council for Technical Education (AICTE) ..! The Ministry of Education, Culture, Sports, Science and Technology (MEXT) of Japan offers scholarships to international students who wish to study in graduate courses at Japanese universities as Research Students (either regular students or non-regular students) under the Japanese Government (MEXT) Scholarship Program. Please refer to the attached document for the Application Guidelines of the ""Japanese Government (MEXT) Scholarship"". For more details, you may also follow the link at https://www.in.emb-japan.go.jp/Education/Research_Student.html . The deadline for submission of application is 3rd May 2024. AICTE encourages Research Enthusiasts and Indian students interested in pursuing research focus graduate courses in a variety of disciplines including science and technology to submit their applications at the earliest and avail the study scholarship support. For any query, you may also contact ""The Embassy of Japan"" in India. Pfa:- https://drive.google.com/file/d/1Dal47WnBPo8EUViTn7A5j6U2tzxU9uwG/view?usp=sharing *With regards* *(e-Governance)* *All India Council for Technical Education**New Delhi-110070* Dear Research Enthusiasts,Greetings from All India Council for Technical Education (AICTE) ..!The Ministry of Education, Culture, Sports, Science and Technology (MEXT) of Japan offers scholarships to international students who wish to study in graduate courses at Japanese universities as Research Students (either regular students or non-regular students) under the Japanese Government (MEXT) Scholarship Program. Please refer to the attached document for the Application Guidelines of the ""Japanese Government (MEXT) Scholarship"". For more details, you may also follow the link at https://www.in.emb-japan.go.jp/Education/Research_Student.html . The deadline for submission of application is 3rd May 2024. AICTE encourages Research Enthusiasts and Indian students interested in pursuing research focus graduate courses in a variety of disciplines including science and technology to submit their applications at the earliest and avail the study scholarship support. For any query, you may also contact ""The Embassy of Japan"" in India.Pfa:- https://drive.google.com/file/d/1Dal47WnBPo8EUViTn7A5j6U2tzxU9uwG/view?usp=sharing With regards(e-Governance)All India Council for Technical EducationNew Delhi-110070",2024-04-27 13:56:01
adminoffice@acropolis.in,undisclosed-recipients:;,VIKSIT BHARAT 2047,"* VIKSIT BHARAT 2047* All the students are hereby notified for the information that Viksit Bharat@2047 is the vision of the Government of India to make India a developed nation by 2047, the 100th year of its independence. The vision encompasses various aspects of development, including economic growth, social progress, environmental sustainability, and good governance. The Hon’ble Prime Minister has invited youth of the country to participate in India’s bold, ambitious and transformative agenda Viksit Bharat@2047 by participating in a youth movement of *“Ideas from Youth* for *Viksit Bharat@2047”.* A webpage *“Ideas from Youth for Viksit Bharat@2047”* has also been developed on mygov.in to enable youth to share suggestions on their vision of Viksit Bharat by 2047. On the portal, participants will be actively encouraged to contribute their suggestions on following three: i. How should a Viksit Bharat look like in 2047 indifferent aspects? ii. What do we need to do to reach this goal? iii. What can you do to make Viksit Bharat@2047 possible? Prizes will be awarded to 10 best suggestions received, 2 each in five themes (i) Empowered Indians,(ii) Thriving and Sustainable Economy, (iii) Innovation, Science & Technology, (iv) Good Governance & Security, and (v) India in the World. It is an opportunity for students to showcase their talent and contribute in making India Developed by 2047. Students are encouraged to participate in it by providing suggestions on the web portal link *www.Viksitbharat2047.MyGov.in* *. (Posters / Banners Enclos**ed).* VIKSIT BHARAT 2047All the students are hereby notified for the information that Viksit Bharat@2047 is the vision of the Government of India to make India a developed nation by 2047, the 100th year of its independence. The vision encompasses various aspects of development, including economic growth, social progress, environmental sustainability, and good governance. The Hon’ble Prime Minister has invited youth of the country to participate in India’s bold, ambitious and transformative agenda Viksit Bharat@2047 by participating in a youth movement of “Ideas from Youth for Viksit Bharat@2047”. A webpage “Ideas from Youth for Viksit Bharat@2047” has also been developed on mygov.in to enable youth to share suggestions on their vision of Viksit Bharat by 2047. On the portal, participants will be actively encouraged to contribute their suggestions on following three: i. How should a Viksit Bharat look like in 2047 indifferent aspects? ii. What do we need to do to reach this goal? iii. What can you do to make Viksit Bharat@2047 possible? Prizes will be awarded to 10 best suggestions received, 2 each in five themes (i) Empowered Indians,(ii) Thriving and Sustainable Economy, (iii) Innovation, Science & Technology, (iv) Good Governance & Security, and (v) India in the World. It is an opportunity for students to showcase their talent and contribute in making India Developed by 2047. Students are encouraged to participate in it by providing suggestions on the web portal link www.Viksitbharat2047.MyGov.in. (Posters / Banners Enclosed).",2023-12-21 15:16:04
adminoffice@acropolis.in,undisclosed-recipients:;,"=?UTF-8?B?4KS44KWC4KSa4KSo4KS+IC0g4KSq4KWB4KSo4KSw4KWN4KSu4KWC4KSy4KWN4KSv4KS+?=
	=?UTF-8?B?4KSC4KSV4KSoIChSZXZhbHVhdGlvbik=?=",[image: image.png],2025-04-07 13:32:39
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - National Scholarship,PFA [image: image.png] Important Link: https://scholarships.gov.in/ https://myaadhaar.uidai.gov.in/ https://aitr.ac.in/scholarship/ PFAImportant Link: https://scholarships.gov.in/ https://myaadhaar.uidai.gov.in/https://aitr.ac.in/scholarship/,2023-10-12 14:53:10
adminoffice@acropolis.in,undisclosed-recipients:;,"=?UTF-8?B?4KSb4KS+4KSk4KWN4KSw4KS14KWN4KSw4KSk4KS/IOCkuOClguCkmuCkqOCkviAtIChNTQ==?=
	=?UTF-8?B?VlkgJiBNTUpLWSApIOCkteCksOCljeCktyAyMDI0LTI1?=",[image: image.png] https://www.medhavikalyan.mp.gov.in/MMVY.aspx http://aitr.ac.in/scholarship https://www.rgpv.ac.in/Login/StudentLogin.aspx https://www.medhavikalyan.mp.gov.in/MMVY.aspxhttp://aitr.ac.in/scholarshiphttps://www.rgpv.ac.in/Login/StudentLogin.aspx,2025-01-20 16:28:11
adminoffice@acropolis.in,undisclosed-recipients:;,Office Order - Class bunk CSIT- II Year IV Semester,"*Office Order* It has been reported that despite multiple cautions following students of B. Tech. II Year IV Semester of Computer Science and Information Technology (CSIT) branch have bunk the classes on 4th, 5th, 6th & 7th March 2024. They are, therefore, directed to deposit a fine of Rs. 250/- individually in the “Student Welfare Fund” at the student section by 22nd March 2024 (Friday) after that it will increase at the rate of Rs. 20/- per day to a maximum limit of Rs. 500/-. Name Enrollment No. Section Date Archit Jaju 0827CI221028 CI-1 04-03-2024 Ashish Kumar 0827CI221033 CI-1 Devank Sarad 0827CI221050 CI-1 Devashish Mandal 0827CI221052 CI-1 Himanshu Tagad 0827CI221063 CI-1 Karan Patidar 0827CI221074 CI-1 Vidhi Sharma 0827CI233D12 CI-1 Aayushi Trivedi 0827CI221005 CI-1 06-03-2024 Aditya Bobade 0827CI221011 CI-1 Akshay Jain 0827CI221016 CI-1 Akshit Bhandari 0827CI221017 CI-1 Arpit Patel 0827CI221029 CI-1 Arun 0827CI221030 CI-1 Ashish Patidar 0827CI221034 CI-1 Atharva Singh Gehlot 0827CI221038 CI-1 Prateek Raghuvanshi 0827CI221101 CI-2 Pratham Mukati 0827CI221102 CI-2 Pratham Solanki 0827CI221103 CI-2 Shekhar Giramkar 0827CI221121 CI-2 Ujjawal Dangi 0827CI221141 CI-2 Vaibhav Khedkar 0827CI221144 CI-2 Yash Solanki 0827CI221155 CI-2 Yuvraj Manadloi 0827CI221156 CI-2 Shekhar Giramkar 0827CI221121 CI-2 07-03-2024 Vaibhav Khedkar 0827CI221144 CI-2 Anushka Sharma 0827CY221015 CY 05-03-2024 Prathmesh Patil 0827CY221045 CY Zenab Ahmad 0827CY221075 CY In addition, they are strictly warned and cautioned not to repeat the same in future. Office Order It has been reported that despite multiple cautions following students of B. Tech. II Year IV Semester of Computer Science and Information Technology (CSIT) branch have bunk the classes on 4th, 5th, 6th & 7th March 2024. They are, therefore, directed to deposit a fine of Rs. 250/- individually in the “Student Welfare Fund” at the student section by 22nd March 2024 (Friday) after that it will increase at the rate of Rs. 20/- per day to a maximum limit of Rs. 500/-. NameEnrollment No.SectionDateArchit Jaju0827CI221028CI-1 04-03-2024 Ashish Kumar0827CI221033CI-1Devank Sarad0827CI221050CI-1Devashish Mandal0827CI221052CI-1Himanshu Tagad0827CI221063CI-1Karan Patidar0827CI221074CI-1Vidhi Sharma0827CI233D12CI-1Aayushi Trivedi0827CI221005CI-1 06-03-2024Aditya Bobade0827CI221011CI-1Akshay Jain0827CI221016CI-1Akshit Bhandari0827CI221017CI-1Arpit Patel0827CI221029CI-1Arun0827CI221030CI-1Ashish Patidar0827CI221034CI-1Atharva Singh Gehlot0827CI221038CI-1Prateek Raghuvanshi0827CI221101CI-2Pratham Mukati0827CI221102CI-2Pratham Solanki0827CI221103CI-2Shekhar Giramkar0827CI221121CI-2Ujjawal Dangi0827CI221141CI-2Vaibhav Khedkar0827CI221144CI-2Yash Solanki0827CI221155CI-2Yuvraj Manadloi0827CI221156CI-2Shekhar Giramkar0827CI221121CI-2 07-03-2024Vaibhav Khedkar0827CI221144CI-2Anushka Sharma0827CY221015CY 05-03-2024 Prathmesh Patil0827CY221045CYZenab Ahmad0827CY221075CY In addition, they are strictly warned and cautioned not to repeat the same in future.",2024-03-19 12:00:32
adminoffice@acropolis.in,undisclosed-recipients:;,"=?UTF-8?B?UHJvcG9zZWQgUGxhbiBmb3IgQVJET1ItIDIwMjQgKDIxLzAyLzIwMjQg4oCTIDAyLzAzLw==?=
	=?UTF-8?B?MjAyNCk=?=",PFA *S. No.* *Name of the Event* *Venue* *Date* *Time* *1* Graffiti Painting Compound Walls *23rd-24th Feb 2024* Result on 26th Feb *2* Slogan /Jingle / Newspaper Competition Central Audi *23/02/2024* 10:30 AM onwards *3* E-sports Computer Lab *26/02/2024* 10:30 AM Onwards *4* Students Games AITR & AIMSR Ground 10:30 AM Onwards *5* Debate/ Story telling Central Audi 10:30 AM -1:00 PM *6* Games for Faculty AITR Ground 2:00 PM – 4:30 PM *7* Sabrang (Kavi Sammelan) Central Audi *27/02/2024* 10:30 AM-12:30 PM *8* Intercollegiate Nukkad Basketball Court 12:00PM– 4:30 PM *9* Fun Fare Basketball Court *28/02/2024 * 10:30 AM onwards *10* Intercollegiate Battle of Bands Dome 11:30 AM – 4:00 PM *11* Art & Science Exhibition AITR Reception 10:30 AM-3:00 PM *12* Surkshetra Dome *29/02/2024* 10:30 AM-01:00 PM *13* Fashion Show Dome 01:30 PM-4:30 PM *14* Beats To Feat Dome *01/03/2024* 9:00 AM-12:00 PM *15* Sur Sangram (Antakshri) Dome 1:00 PM-3:00 PM * 16* Reel / Snapshot Competition (Result will be declared on 1st March) Central Auditorium Reels to be submitted before 3:30 PM *17* Grand Rehearsal Dome 3:00PM-5:00 PM *18* Annual Function Dome *02/03/2024* 10:00 AM -2:00 PM PFA S. No. Name of the Event Venue Date Time 1 Graffiti Painting Compound Walls 23rd-24th Feb 2024 Result on 26th Feb 2 Slogan /Jingle / Newspaper Competition Central Audi 23/02/2024 10:30 AM onwards 3 E-sports Computer Lab 26/02/2024 10:30 AM Onwards 4 Students Games AITR & AIMSR Ground 10:30 AM Onwards 5 Debate/ Story telling Central Audi 10:30 AM -1:00 PM 6 Games for Faculty AITR Ground 2:00 PM – 4:30 PM 7 Sabrang (Kavi Sammelan) Central Audi 27/02/2024 10:30 AM-12:30 PM 8 Intercollegiate Nukkad Basketball Court 12:00PM– 4:30 PM 9 Fun Fare Basketball Court 28/02/2024 10:30 AM onwards 10 Intercollegiate Battle of Bands Dome 11:30 AM – 4:00 PM 11 Art & Science Exhibition AITR Reception 10:30 AM-3:00 PM 12 Surkshetra Dome 29/02/2024 10:30 AM-01:00 PM 13 Fashion Show Dome 01:30 PM-4:30 PM 14 Beats To Feat Dome 01/03/2024 9:00 AM-12:00 PM 15 Sur Sangram (Antakshri) Dome 1:00 PM-3:00 PM 16 Reel / Snapshot Competition (Result will be declared on 1st March) Central Auditorium Reels to be submitted before 3:30 PM 17 Grand Rehearsal Dome 3:00PM-5:00 PM 18 Annual Function Dome 02/03/2024 10:00 AM -2:00 PM,2024-02-20 15:22:01
adminoffice@acropolis.in,undisclosed-recipients:;,"=?UTF-8?Q?Participation_in_Live_WEBINAR_on_SWAYAM_Plus_on_13th?=
	=?UTF-8?Q?_May=2C_2024_at_10=2E00_AM_onwards_=E2=80=93_Regarding?=","Sir / Madam / Students, *The following information is being shared among you as received from AICTE please go through this and do the needful.* As you are aware, in alignment with NEP 2020, the Ministry of Education has launched SWAYAM Plus on 27th February, 2024 in collaboration with leading industry players and ed‐tech companies to bring employability and professional development‐focused programs to its learners. SWAYAM Plus has been designed to have programmes in chosen sectors, namely-Manufacturing, Energy, Computer Science & Engineering/IT/ITES, Management Studies, Teacher Education, Healthcare, Hospitality & Tourism, Social Science, Indian Knowledge Systems, Media, Communication, etc. The main aim of the SWAYAM Plus is to build an ecosystem for all stakeholders in professional and career development, including learners, course providers, industry, academia, and strategic partners with High‐quality learning and certification programs from the best industry and academia at affordable costs. The Platform is also employment‐focused programs imparting future skills in chosen domains and to reach a large learner base by catering to learning across the country, with a focus on reaching learners from tier 2 and 3 towns with flexible offerings based on learner needs – across chosen disciplines with options to learn through resources in vernacular languages. More than 1,30,000+ Learners have already explored SWAYAM Plus. A live Webinar on SWAYAM Plus has been scheduled on 13th May, 2024 at 10.00 AM onwards. You are requested to attend the “Live Webinar on SWAYAM Plus with Shri Govind Jaiswal, Joint Secretary, Department of Higher Education and Prof. V. Kamakoti, Director, IIT, Madras. PFA:- https://drive.google.com/file/d/10IxW7NIwQs1eJr2OMHPBjbJRwLVidL3J/view?usp=sharing Sir / Madam / Students,The following information is being shared among you as received from AICTE please go through this and do the needful.As you are aware, in alignment with NEP 2020, the Ministry of Education has launched SWAYAM Plus on 27th February, 2024 in collaboration with leading industry players and ed‐tech companies to bring employability and professional development‐focused programs to its learners. SWAYAM Plus has been designed to have programmes in chosen sectors, namely-Manufacturing, Energy, Computer Science & Engineering/IT/ITES, Management Studies, Teacher Education, Healthcare, Hospitality & Tourism, Social Science, Indian Knowledge Systems, Media, Communication, etc. The main aim of the SWAYAM Plus is to build an ecosystem for all stakeholders in professional and career development, including learners, course providers, industry, academia, and strategic partners with High‐quality learning and certification programs from the best industry and academia at affordable costs.The Platform is also employment‐focused programs imparting future skills in chosen domains and to reach a large learner base by catering to learning across the country, with a focus on reaching learners from tier 2 and 3 towns with flexible offerings based on learner needs – across chosen disciplines with options to learn through resources in vernacular languages. More than 1,30,000+ Learners have already explored SWAYAM Plus.A live Webinar on SWAYAM Plus has been scheduled on 13th May, 2024 at 10.00 AM onwards. You are requested to attend the “Live Webinar on SWAYAM Plus with Shri Govind Jaiswal, Joint Secretary, Department of Higher Education and Prof. V. Kamakoti, Director, IIT, Madras. PFA:- https://drive.google.com/file/d/10IxW7NIwQs1eJr2OMHPBjbJRwLVidL3J/view?usp=sharing",2024-05-07 13:27:37
adminoffice@acropolis.in,undisclosed-recipients:;,Important Notice - Chevening Scholarship Program,PFA [image: image.png] PFA,2023-11-03 15:25:44
adminoffice@acropolis.in,adminoffice@acropolis.in,Fwd: !! STRICT CAUTION!!,"24th Aug 2023 *!! STRICT CAUTION!!* *PROHIBITIONS:* 1. *Posting, Sharing, or Engaging in Disrespectful, Communal, Hateful, or Obscene Comments:* It is strictly prohibited to post, share, follow, or like disrespectful, communal, hateful, or obscene comments directed towards fellow students, girls, teachers, and other staff, whether knowingly or unknowingly, using personal or fake identities on various social media platforms. 2. *Unauthorized Group Memberships:* Students are prohibited from joining any unofficial WhatsApp, Instagram, Telegram, or other groups unless they have received an invitation from an authorized person or department for placements, internships, skill development programs, etc. *CONSEQUENCES:* 1. *Legal Consequences:* Violators will face legal action under the appropriate sections of Cyber Law, which may include imprisonment. 2. *Institute Discipline:* Violation of these rules may result in suspension or rustication from the Institute, along with a mark on the character certificate. 3. *Ineligibility for Competitive Examinations:* Those found in violation may become ineligible to appear in Public Sector Unit or Government Competitive Examinations. 4. *Travel Restrictions:* Violators may be barred from obtaining passports or visas and pursuing higher studies, business, or services abroad. 5. *Social Reputation:* Engaging in such activities may lead to a distorted self-image in society. *DISCLAIMERS:* 1. *Institute's Non-Endorsement:* The Institute does not support, endorse, or own any activities taking place on unauthorized and unofficial social media groups. It will not entertain complaints related to such groups. 2. *Personal Responsibility:* The Institute will neither be held responsible for any consequences faced by individuals found involved in such cases nor for the loss of one’s belongings and valuables. *CAUTIONS:* 1. *Students* are strongly advised to refrain from engaging in such activities, as they may cause irreparable damage to their own careers. 2. *Students* should not involve themselves in any act of ragging or indiscipline or fresher’s party or gatherings within the campus/college bus and outside. 3.* Students* should remain in class room/labs other than lunch break or during participation in other co/extra-curricular activities. They should also take care of their own belongings & valuable. 24th Aug 2023 !! STRICT CAUTION!!PROHIBITIONS:1. Posting, Sharing, or Engaging in Disrespectful, Communal, Hateful, or Obscene Comments: It is strictly prohibited to post, share, follow, or like disrespectful, communal, hateful, or obscene comments directed towards fellow students, girls, teachers, and other staff, whether knowingly or unknowingly, using personal or fake identities on various social media platforms.2. Unauthorized Group Memberships: Students are prohibited from joining any unofficial WhatsApp, Instagram, Telegram, or other groups unless they have received an invitation from an authorized person or department for placements, internships, skill development programs, etc. CONSEQUENCES:1. Legal Consequences: Violators will face legal action under the appropriate sections of Cyber Law, which may include imprisonment.2. Institute Discipline: Violation of these rules may result in suspension or rustication from the Institute, along with a mark on the character certificate.3. Ineligibility for Competitive Examinations: Those found in violation may become ineligible to appear in Public Sector Unit or Government Competitive Examinations.4. Travel Restrictions: Violators may be barred from obtaining passports or visas and pursuing higher studies, business, or services abroad.5. Social Reputation: Engaging in such activities may lead to a distorted self-image in society. DISCLAIMERS:1. Institute's Non-Endorsement: The Institute does not support, endorse, or own any activities taking place on unauthorized and unofficial social media groups. It will not entertain complaints related to such groups.2. Personal Responsibility: The Institute will neither be held responsible for any consequences faced by individuals found involved in such cases nor for the loss of one’s belongings and valuables. CAUTIONS:1. Students are strongly advised to refrain from engaging in such activities, as they may cause irreparable damage to their own careers.2. Students should not involve themselves in any act of ragging or indiscipline or fresher’s party or gatherings within the campus/college bus and outside. 3. Students should remain in class room/labs other than lunch break or during participation in other co/extra-curricular activities. They should also take care of their own belongings & valuable.",2023-09-18 16:53:32
adminoffice@acropolis.in,adminoffice@acropolis.in,!! STRICT CAUTION!!,"24th Aug 2023 *!! STRICT CAUTION!!* *PROHIBITIONS:* 1. *Posting, Sharing, or Engaging in Disrespectful, Communal, Hateful, or Obscene Comments:* It is strictly prohibited to post, share, follow, or like disrespectful, communal, hateful, or obscene comments directed towards fellow students, girls, teachers, and other staff, whether knowingly or unknowingly, using personal or fake identities on various social media platforms. 2. *Unauthorized Group Memberships:* Students are prohibited from joining any unofficial WhatsApp, Instagram, Telegram, or other groups unless they have received an invitation from an authorized person or department for placements, internships, skill development programs, etc. *CONSEQUENCES:* 1. *Legal Consequences:* Violators will face legal action under the appropriate sections of Cyber Law, which may include imprisonment. 2. *Institute Discipline:* Violation of these rules may result in suspension or rustication from the Institute, along with a mark on the character certificate. 3. *Ineligibility for Competitive Examinations:* Those found in violation may become ineligible to appear in Public Sector Unit or Government Competitive Examinations. 4. *Travel Restrictions:* Violators may be barred from obtaining passports or visas and pursuing higher studies, business, or services abroad. 5. *Social Reputation:* Engaging in such activities may lead to a distorted self-image in society. *DISCLAIMERS:* 1. *Institute's Non-Endorsement:* The Institute does not support, endorse, or own any activities taking place on unauthorized and unofficial social media groups. It will not entertain complaints related to such groups. 2. *Personal Responsibility:* The Institute will neither be held responsible for any consequences faced by individuals found involved in such cases nor for the loss of one’s belongings and valuables. *CAUTIONS:* 1. *Students* are strongly advised to refrain from engaging in such activities, as they may cause irreparable damage to their own careers. 2. *Students* should not involve themselves in any act of ragging or indiscipline or fresher’s party or gatherings within the campus/college bus and outside. 3.* Students* should remain in class room/labs other than lunch break or during participation in other co/extra-curricular activities. They should also take care of their own belongings & valuable. 24th Aug 2023 !! STRICT CAUTION!!PROHIBITIONS:1. Posting, Sharing, or Engaging in Disrespectful, Communal, Hateful, or Obscene Comments: It is strictly prohibited to post, share, follow, or like disrespectful, communal, hateful, or obscene comments directed towards fellow students, girls, teachers, and other staff, whether knowingly or unknowingly, using personal or fake identities on various social media platforms.2. Unauthorized Group Memberships: Students are prohibited from joining any unofficial WhatsApp, Instagram, Telegram, or other groups unless they have received an invitation from an authorized person or department for placements, internships, skill development programs, etc. CONSEQUENCES:1. Legal Consequences: Violators will face legal action under the appropriate sections of Cyber Law, which may include imprisonment.2. Institute Discipline: Violation of these rules may result in suspension or rustication from the Institute, along with a mark on the character certificate.3. Ineligibility for Competitive Examinations: Those found in violation may become ineligible to appear in Public Sector Unit or Government Competitive Examinations.4. Travel Restrictions: Violators may be barred from obtaining passports or visas and pursuing higher studies, business, or services abroad.5. Social Reputation: Engaging in such activities may lead to a distorted self-image in society. DISCLAIMERS:1. Institute's Non-Endorsement: The Institute does not support, endorse, or own any activities taking place on unauthorized and unofficial social media groups. It will not entertain complaints related to such groups.2. Personal Responsibility: The Institute will neither be held responsible for any consequences faced by individuals found involved in such cases nor for the loss of one’s belongings and valuables. CAUTIONS:1. Students are strongly advised to refrain from engaging in such activities, as they may cause irreparable damage to their own careers.2. Students should not involve themselves in any act of ragging or indiscipline or fresher’s party or gatherings within the campus/college bus and outside. 3. Students should remain in class room/labs other than lunch break or during participation in other co/extra-curricular activities. They should also take care of their own belongings & valuable.",2023-08-24 13:41:58
adminoffice@acropolis.in,undisclosed-recipients:;,Re: Important Notice - (Attendance & Due Fee),"On Sat, Oct 28, 2023 at 1:16 PM ADMIN Office wrote: > *Important Notice* > > *(Attendance & Due Fee)* > > > All the students of M. Tech., B. Tech. and Diploma are hereby notified > that they were informed well in advance about the commencement of classes > and last date of fee deposition. > > As the odd semester is about to over therefore students must ensure that > they fulfill all attendance/academic requirements and deposit the semester > fee and other dues/fine (if any) now to avoid last minute rush during the > examination process. > On Sat, Oct 28, 2023 at 1:16 PM ADMIN Office <adminoffice@acropolis.in> wrote:Important Notice(Attendance & Due Fee) All the students of M. Tech., B. Tech. and Diploma are hereby notified that they were informed well in advance about the commencement of classes and last date of fee deposition. As the odd semester is about to over therefore students must ensure that they fulfill all attendance/academic requirements and deposit the semester fee and other dues/fine (if any) now to avoid last minute rush during the examination process.",2023-11-09 16:40:50
